Product_Name,Sales,Profit,Quantity,Profit_Margin_%,Category
"Hon Executive Leather Armchair, Black",29244.7696,438.91959999999995,86,1.5008482063746535,High Value
"Smead Lockers, Industrial",28991.664,3630.444,187,12.522371948019265,High Value
"Hamilton Beach Stove, Silver",28657.049,5989.749,66,20.901485704267735,High Value
"Novimex Executive Leather Armchair, Black",28629.5075,2291.2175,80,8.002993065808067,High Value
"Bush Library with Doors, Metal",28516.7142,719.3542,88,2.5225704299410485,High Value
"Rogers Lockers, Blue",28214.5892,-2893.4908,167,-10.255300119698358,Needs Attention
"Safco Classic Bookcase, Mobile",27696.1095,1451.1095000000003,85,5.239398334989975,High Value
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,27453.384,7753.039,31,28.240740740740744,High Value
"Safco Library with Doors, Pine",27263.7618,3360.8318,89,12.327102270971277,High Value
"Apple Smart Phone, Cordless",27163.646999999997,5450.217,52,20.064378689650916,High Value
"Canon Wireless Fax, Color",26585.7144,2615.2344,97,9.83699125271578,High Value
"Bush Classic Bookcase, Traditional",26535.324,2821.614,79,10.63342584398065,High Value
"Samsung Smart Phone, with Caller ID",26311.164,6392.614,50,24.296203695131084,High Value
"Safco Classic Bookcase, Traditional",26230.579999999998,2073.48,80,7.904819489313619,High Value
"Brother Copy Machine, Color",26226.93006,6520.05006,125,24.860134392717406,High Value
"Nokia Smart Phone, Cordless",25658.05,5639.89,46,21.980976730499787,High Value
"SAFCO Executive Leather Armchair, Red",25640.127,-1833.1729999999998,76,-7.149625272916939,Needs Attention
"Dania Classic Bookcase, Pine",25630.494599999998,6565.0146,88,25.614076912897342,High Value
"Smead File Cart, Single Width",25397.1708,-237.66920000000002,250,-0.9358097477534781,Needs Attention
"Safco Classic Bookcase, Metal",25276.353600000002,5416.1536,75,21.427748977210065,High Value
"Office Star Executive Leather Armchair, Red",25213.988,4677.078,68,18.549536868186024,High Value
"Ikea Classic Bookcase, Metal",25055.0253,735.5253000000001,80,2.935639821525146,High Value
"Smead Lockers, Blue",24776.044,610.2640000000001,158,2.463121231137627,High Value
"SAFCO Executive Leather Armchair, Adjustable",24210.4384,-862.1816000000002,72,-3.5611978013582783,Needs Attention
"Sauder Classic Bookcase, Pine",24075.567,4267.767,73,17.726548247025708,High Value
"Brother Wireless Fax, Laser",23905.18386,4000.64386,86,16.735465761023434,High Value
"Hewlett Wireless Fax, High-Speed",23810.56914,8677.93914,75,36.44574427841669,High Value
"Bush Classic Bookcase, Metal",23540.063000000002,5871.783,72,24.94378625919565,High Value
"Harbour Creations Executive Leather Armchair, Red",23517.0012,5252.4412,68,22.334655491704446,High Value
"Belkin Router, USB",23470.408,8955.018,110,38.154505026073686,High Value
"Hewlett Wireless Fax, Color",23265.94574,5054.20574,74,21.723620421372136,High Value
"Sauder Classic Bookcase, Metal",23194.97,4043.45,69,17.432443327152395,High Value
"Okidata Inkjet, Wireless",23004.301199999998,3314.9512,88,14.410136483519874,High Value
"Ikea Classic Bookcase, Traditional",22751.9325,5367.1725,62,23.589963182248365,High Value
Cisco TelePresence System EX90 Videoconferencing Unit,22638.48,-1811.0784,6,-8.0,Needs Attention
"Fellowes Lockers, Industrial",22637.436,3339.036,142,14.750062683777438,High Value
"Ikea Library with Doors, Pine",22536.0688,-277.95119999999986,94,-1.233361516894197,Needs Attention
"Brother Fax Machine, High-Speed",22431.5268,4160.9268,84,18.549458702026474,High Value
"Canon Fax Machine, High-Speed",22340.48994,2011.5899399999998,82,9.004233771965342,High Value
"HP Copy Machine, Color",22297.32146,6099.5014599999995,110,27.355310237340046,High Value
"Tenex File Cart, Single Width",22113.8622,3952.6122,207,17.873911686037367,High Value
"Fellowes Lockers, Single Width",22090.752,588.7019999999999,132,2.6649251234181612,High Value
"Hewlett Wireless Fax, Digital",22045.3332,5883.1932,66,26.686796459941913,High Value
"KitchenAid Stove, Silver",21966.328999999998,5725.209,46,26.063567562882266,High Value
"Canon Wireless Fax, Laser",21928.95792,7991.54792,66,36.44289869657427,High Value
"Sharp Copy Machine, Color",21914.04312,1633.2331199999999,120,7.452906390009878,High Value
"Memorex Router, Erganomic",21888.594,7468.184,111,34.11906676143749,High Value
HON 5400 Series Task Chairs for Big and Tall,21870.576,8.526512829121202e-14,39,3.8986228936637067e-16,Needs Attention
"KitchenAid Refrigerator, Black",21870.0339,3443.1639000000005,52,15.743752002140246,High Value
"Ikea Classic Bookcase, Mobile",21804.411,5348.081,65,24.527518766730275,High Value
"Safco Classic Bookcase, Pine",21799.2,-1273.49,60,-5.841911629784579,Needs Attention
"Hewlett Wireless Fax, Laser",21542.57924,1757.62924,73,8.158861668413667,High Value
"Dania Library with Doors, Traditional",21495.152,3263.712,76,15.183479512031365,High Value
"Sharp Wireless Fax, Color",21430.64096,3882.93096,69,18.118594619952983,High Value
"Hamilton Beach Stove, White",21330.944,635.5039999999999,51,2.9792586769718206,High Value
"Samsung Smart Phone, Full Size",20993.024,1971.524,43,9.391329233939807,High Value
"Hewlett Fax Machine, High-Speed",20987.4368,1808.4868000000001,84,8.616997002702112,High Value
"Sharp Wireless Fax, Digital",20745.97784,2505.11784,76,12.075197704925342,High Value
"Fellowes Lockers, Blue",20563.680500000002,4529.6404999999995,122,22.02738220913323,High Value
"Brother Fax Machine, Laser",20547.31652,5651.47652,75,27.50469393168233,High Value
"Rogers Lockers, Single Width",20493.364,6755.184,114,32.96278736863309,High Value
"Sauder Classic Bookcase, Mobile",20057.4474,4388.6574,58,21.88043828548193,High Value
"Konica Inkjet, Wireless",19911.376,2522.836,76,12.670324743001185,High Value
"Belkin Router, Erganomic",19888.5312,1944.9712,99,9.779360679988274,High Value
GBC DocuBind TL300 Electric Binding System,19823.479,2233.5051000000003,37,11.266968325791856,High Value
"Hon Executive Leather Armchair, Red",19802.7716,-392.92840000000007,56,-1.9842091194951723,Needs Attention
"Tenex Lockers, Wire Frame",19641.8904,2632.1504,128,13.400697928749262,High Value
"Memorex Router, USB",19606.818,628.998,99,3.2080575236634523,High Value
"Canon Wireless Fax, High-Speed",19595.71504,1186.25504,63,6.053645083011985,High Value
"KitchenAid Stove, Black",19549.8842,1782.1942,50,9.116136861823456,High Value
"Hon Swivel Stool, Black",19536.6396,5186.1696,158,26.545863086914913,High Value
"Ikea Library with Doors, Mobile",19259.063000000002,763.663,67,3.965213676283212,High Value
"Eldon Lockers, Blue",19255.3236,-2181.0964,123,-11.327238353968768,Needs Attention
GBC Ibimaster 500 Manual ProClick Binding System,19024.5,760.9799999999998,48,3.9999999999999987,High Value
"Bush Classic Bookcase, Mobile",19021.696,3672.576,55,19.30730046363899,High Value
Hewlett Packard LaserJet 3310 Copier,18839.686,6983.8836,38,37.07006369426751,High Value
"Sharp Fax Machine, Laser",18787.3749,167.54489999999993,77,0.8917951597378299,High Value
"Smead Lockers, Wire Frame",18647.6641,-286.9259,112,-1.5386693929133997,Needs Attention
"Brother Wireless Fax, Color",18479.8965,-585.3234999999999,65,-3.167352695941776,Needs Attention
"Breville Refrigerator, Red",18450.0638,2153.3838,44,11.671416550873932,High Value
"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",18374.895,4094.9766,12,22.285714285714285,High Value
"Rogers Lockers, Industrial",18300.695,4411.335,104,24.10474028445368,High Value
"Tenex Lockers, Blue",18202.6945,1668.1945,114,9.16454704000004,High Value
"HP Fax Machine, Laser",18175.164240000002,5901.08424,70,32.467845473510835,High Value
"Hoover Refrigerator, White",18161.72,1678.08,39,9.239653512993263,High Value
"Ikea Library with Doors, Traditional",18108.935,1165.555,59,6.436353104144446,High Value
"Sharp Fax Machine, High-Speed",18014.5722,3713.1022,72,20.611659043449283,High Value
GBC DocuBind P400 Electric Binding System,17965.068,-1878.1662000000003,27,-10.454545454545457,Needs Attention
"Eldon Lockers, Industrial",17825.3415,6485.4615,109,36.38337868590064,High Value
"KitchenAid Refrigerator, Silver",17763.984,4858.014,46,27.34754771226995,High Value
"Dania Library with Doors, Pine",17708.5625,1751.0225,69,9.88799909648228,High Value
"Breville Refrigerator, White",17673.3254,3011.1254,41,17.037684373762506,High Value
"Dania Classic Bookcase, Metal",17612.112,2654.862,51,15.07406948127516,High Value
"HP Wireless Fax, Laser",17577.76772,-465.1422799999999,66,-2.6461965330828705,Needs Attention
"Canon Fax Machine, Digital",17373.76688,187.16688000000005,72,1.0772959099356816,High Value
"Konica Inkjet, White",17328.8514,4457.7214,62,25.724275066494023,High Value
"Memorex Router, Bluetooth",17318.4114,4923.2414,96,28.42778870583938,High Value
"Hamilton Beach Refrigerator, Red",17251.1508,2418.4408000000003,40,14.019011415748567,High Value
"Sharp Wireless Fax, Laser",17234.12096,4815.44096,63,27.94132042577935,High Value
"Brother Wireless Fax, Digital",17153.6247,2984.0247,54,17.395884264624257,High Value
"Tenex Lockers, Single Width",17129.3408,-88.57920000000001,100,-0.5171197247707279,Needs Attention
"SAFCO Executive Leather Armchair, Set of Two",17106.7008,1656.3708,56,9.682584733112302,High Value
High Speed Automatic Electric Letter Opener,17030.311999999998,-262.00480000000005,11,-1.538461538461539,Needs Attention
"Brother Fax Machine, Digital",17009.47856,5197.36856,66,30.55571951642473,High Value
"Canon Copy Machine, Color",16956.27712,1625.59712,82,9.586993114677286,High Value
"Dania Library with Doors, Metal",16910.924,780.3039999999999,63,4.614200856203954,High Value
"Harbour Creations Swivel Stool, Red",16864.6356,610.4856,135,3.6199157484315876,High Value
"Novimex Swivel Stool, Black",16836.5373,673.5373,127,4.000450258854593,High Value
Lexmark MX611dhe Monochrome Laser Printer,16829.901,-4589.973,18,-27.27272727272727,Needs Attention
"Bush Classic Bookcase, Pine",16754.414,6510.674,50,38.85945518595876,High Value
"Apple Smart Phone, with Caller ID",16754.023,3196.6229999999996,38,19.07973386451719,High Value
"Smead Lockers, Single Width",16714.1205,4540.6305,116,27.166433914366,High Value
Martin Yale Chadless Opener Electric Letter Opener,16656.2,-1299.1836,22,-7.8,Needs Attention
"Bush Library with Doors, Mobile",16642.308,2660.9880000000003,60,15.989296676879194,High Value
"Ikea Classic Bookcase, Pine",16631.406,-1000.2540000000001,52,-6.014247983604033,Needs Attention
"Brother Fax Machine, Color",16477.47676,4148.356760000001,64,25.17592238436876,High Value
"Fellowes Lockers, Wire Frame",16473.472,4342.022,109,26.357661578567043,High Value
"Epson Inkjet, Wireless",16423.3476,-226.5324,67,-1.379331458587651,Needs Attention
"Cuisinart Stove, Red",16364.016,4101.456,40,25.06387185150638,High Value
"Safco Library with Doors, Mobile",16293.942,1014.0820000000001,57,6.223675032107026,High Value
"Hamilton Beach Stove, Black",16148.3578,-397.85220000000015,46,-2.4637316371575575,Needs Attention
"Cuisinart Stove, Silver",16099.328,2550.998,41,15.845369446476276,High Value
"Sharp Fax Machine, Color",16067.02332,-133.66668000000004,65,-0.8319318229507621,Needs Attention
"Sharp Wireless Fax, High-Speed",16026.76296,2109.34296,51,13.161378659337206,High Value
"Canon Wireless Fax, Digital",16016.9698,3068.5898,49,19.158366646854763,High Value
"Hoover Stove, Black",15893.628,1964.388,35,12.359594675300063,High Value
Ibico EPK-21 Electric Binding System,15875.916000000001,3345.2823,13,21.07142857142857,High Value
"Sauder Library with Doors, Traditional",15697.7229,-519.8471,47,-3.311608335244597,Needs Attention
"Sauder Stackable Bookrack, Pine",15642.1983,4272.8983,133,27.316482108528184,High Value
"StarTech Inkjet, Wireless",15639.1235,-66.3765,59,-0.42442595967734376,Needs Attention
"Bush Stackable Bookrack, Pine",15633.668,2480.208,165,15.864530320075879,High Value
"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",15610.9656,-669.5448000000002,24,-4.288939051918737,Needs Attention
"Safco Stackable Bookrack, Pine",15582.401,2495.9410000000003,135,16.017692010364772,High Value
"Fellowes File Cart, Wire Frame",15555.0482,1062.1082000000001,145,6.828061130662393,High Value
"HP Fax Machine, High-Speed",15531.50392,165.9939199999999,67,1.0687562573141975,High Value
"Bush Library with Doors, Traditional",15260.1504,-205.98960000000014,64,-1.3498530132442215,Needs Attention
"HP Wireless Fax, Digital",15173.9149,3894.9049,51,25.668424567215673,High Value
"Sauder Library with Doors, Metal",15171.347399999999,3806.8674,51,25.092480579542993,High Value
"Dania Classic Bookcase, Traditional",15047.508,4543.898,56,30.19701335264284,High Value
"Hon Conference Table, Adjustable Height",15018.8742,-1570.5658,29,-10.457280479784565,Needs Attention
"Hamilton Beach Refrigerator, Silver",14972.9728,3016.5328,39,20.14651893310058,High Value
"Dania Library with Doors, Mobile",14971.4512,552.4012,56,3.6896970949616428,High Value
"Eldon Lockers, Wire Frame",14952.7518,1573.0118,104,10.519881698297166,High Value
"Barricks Conference Table, Fully Assembled",14930.505000000001,1574.6550000000002,21,10.546562222778132,High Value
"Rogers Lockers, Wire Frame",14927.3865,-901.5735000000001,103,-6.03972771790963,Needs Attention
"Bevis Conference Table, Fully Assembled",14886.9507,-2443.0893,26,-16.410945056733482,Needs Attention
"Fellowes File Cart, Single Width",14811.2034,-1024.2066,138,-6.915080242568271,Needs Attention
"Dania Classic Bookcase, Mobile",14794.0464,807.8064,47,5.460347886971614,High Value
"KitchenAid Microwave, Silver",14728.1276,996.7676,59,6.767782212859156,High Value
"Hamilton Beach Refrigerator, Black",14692.0596,-458.19040000000007,37,-3.1186260638365506,Needs Attention
"Hoover Microwave, White",14674.31,2620.5,58,17.85773913730867,High Value
"HP Copy Machine, Laser",14615.69756,2562.89756,74,17.53523941966407,High Value
"Breville Microwave, Red",14539.4049,-142.5050999999999,63,-0.9801302115191793,Needs Attention
"Sharp Copy Machine, Laser",14449.48992,2998.52992,77,20.75180464224996,High Value
"Ikea Library with Doors, Metal",14360.3935,1221.0935,51,8.503203620430039,High Value
"3D Systems Cube Printer, 2nd Generation, Magenta",14299.89,3717.9714000000004,11,26.0,High Value
"Office Star Swivel Stool, Adjustable",14249.663,-1673.237,118,-11.742291729986878,Needs Attention
"Enermax Router, Erganomic",14231.1384,1689.8784,71,11.87451314506224,High Value
"Cuisinart Refrigerator, Black",14221.137,2151.797,39,15.130977220738398,High Value
"Hewlett Fax Machine, Laser",14146.43584,3664.0858399999997,58,25.90112365716565,High Value
"HP Fax Machine, Digital",14043.112079999999,-600.84792,58,-4.278595204375811,Needs Attention
"SanDisk Router, Bluetooth",14007.818500000001,4326.8785,81,30.88902458294987,High Value
"Rogers File Cart, Industrial",13953.736,105.29599999999999,126,0.7546079415577304,High Value
"Sharp Fax Machine, Digital",13947.33414,-1455.74586,62,-10.437448801237366,Needs Attention
Samsung Galaxy Mega 6.3,13943.668,1822.7566,39,13.072289156626507,High Value
"Cisco Signal Booster, VoIP",13915.872,2082.292,110,14.963431684338573,High Value
"Chromcraft Computer Table, with Bottom Storage",13829.1036,70.02359999999999,43,0.5063495221772725,Needs Attention
"Chromcraft Conference Table, with Bottom Storage",13700.919,-1850.331,22,-13.505159763370617,Needs Attention
"Smead File Cart, Industrial",13666.04,2259.16,128,16.53119704025453,High Value
"Breville Microwave, White",13598.1975,2809.0275,57,20.657351829167066,High Value
"Hamilton Beach Refrigerator, White",13586.162,2404.552,37,17.69853767384785,High Value
"KitchenAid Stove, Red",13474.545,1223.6249999999998,31,9.081011640838335,High Value
"KitchenAid Refrigerator, White",13446.604800000001,1130.4648000000002,37,8.407064956649876,High Value
"Harbour Creations Swivel Stool, Set of Two",13355.563,2632.363,92,19.70986172578423,High Value
"Sauder Floating Shelf Set, Pine",13323.24,1471.05,95,11.041233213542652,High Value
"Breville Stove, Red",13140.036,2515.416,28,19.143143900062377,High Value
"Canon Copy Machine, Laser",13033.42604,1515.10604,64,11.624771839346701,High Value
"HP Wireless Fax, Color",13010.7204,1759.3104,47,13.522006052793204,High Value
Apple iPhone 5,12996.6,1611.5783999999999,24,12.399999999999999,High Value
Bretford Rectangular Conference Table Tops,12995.2915,-327.23310000000004,46,-2.51808972503618,Needs Attention
Global Troy Executive Leather Low-Back Tilter,12975.382,951.8620000000001,32,7.335907335907336,High Value
"Logitech Router, USB",12959.8457,2906.3557,67,22.42585110407603,High Value
"Hewlett Copy Machine, Laser",12926.23898,-573.58102,65,-4.437338818255393,Needs Attention
"Tenex Lockers, Industrial",12905.332,1329.892,86,10.30498091796476,High Value
"Cisco Audio Dock, Full Size",12898.1536,1278.5536,84,9.912687037623742,High Value
"Belkin Router, Bluetooth",12877.125,345.64500000000004,59,2.684178339497365,High Value
"Okidata Printer, White",12867.7311,-932.6889000000001,58,-7.24827782576215,Needs Attention
"Smead File Cart, Blue",12840.053100000001,-1380.9969,137,-10.75538309105591,Needs Attention
"Rogers File Cart, Blue",12833.793,144.26300000000003,114,1.1240870099743703,High Value
"Eldon Lockers, Single Width",12826.512,1248.382,86,9.732825260678819,High Value
"Lesro Conference Table, with Bottom Storage",12777.942000000001,154.08200000000016,24,1.205843632722704,High Value
"Eldon File Cart, Industrial",12733.581,447.901,127,3.5174787045372393,High Value
"KitchenAid Microwave, Red",12712.776,1879.136,47,14.781476524088838,High Value
"Hewlett Fax Machine, Color",12680.00864,2358.45864,46,18.599818872047706,High Value
"Brother Wireless Fax, High-Speed",12649.43952,1044.59952,47,8.258069603387455,High Value
"Dania Stackable Bookrack, Pine",12629.124,1939.784,126,15.359608473240108,High Value
"Enermax Router, Bluetooth",12577.2266,1180.1266,64,9.383043158338262,High Value
"Samsung Audio Dock, Cordless",12465.2584,2327.7784,89,18.674128728851702,High Value
"Cuisinart Stove, Black",12432.0864,2215.2264,32,17.818621337766764,High Value
"Ikea Floating Shelf Set, Traditional",12397.913,-1033.027,94,-8.332265277228514,Needs Attention
"SAFCO Swivel Stool, Set of Two",12395.505,2465.355,87,19.889104961838992,High Value
"Motorola Audio Dock, VoIP",12314.5036,864.9236,94,7.023617257296509,High Value
"HP Wireless Fax, High-Speed",12299.19756,2091.39756,45,17.004341541774533,High Value
"Logitech Router, Bluetooth",12264.5988,-1415.6412000000003,69,-11.542499050193149,Needs Attention
"Harbour Creations Swivel Stool, Adjustable",12236.696100000001,-75.75390000000002,97,-0.6190715155539411,Needs Attention
"Canon Copy Machine, Digital",12183.76476,-861.7952399999999,58,-7.073308266992508,Needs Attention
"Sauder Library with Doors, Pine",12181.557,896.667,37,7.360857072704253,High Value
"Novimex Swivel Stool, Red",12153.594000000001,2660.734,100,21.892569391408003,High Value
"Nokia Audio Dock, VoIP",12043.4577,1522.0577,92,12.638045799754002,High Value
"Hoover Microwave, Red",12036.96,1258.44,43,10.454799218407306,High Value
"Apple Audio Dock, VoIP",12014.7676,1317.3475999999998,91,10.96440350623178,High Value
"Safco Library with Doors, Traditional",11997.7362,-1972.9038,47,-16.44396715440368,Needs Attention
"Sharp Copy Machine, High-Speed",11961.5412,875.5812,67,7.319969771119461,High Value
"HP Copy Machine, High-Speed",11946.65856,1113.74856,61,9.322678424317504,High Value
"Cuisinart Stove, White",11906.9579,106.88790000000006,27,0.8976927683602549,High Value
"Office Star Swivel Stool, Red",11903.294,1265.404,84,10.63070440837637,High Value
"Panasonic Inkjet, Red",11874.815999999999,247.11599999999999,45,2.081009086793429,High Value
"Sauder Floating Shelf Set, Metal",11848.7292,2272.0692,73,19.17563615176554,High Value
"Hoover Refrigerator, Red",11761.911,3055.561,29,25.978440068114782,High Value
"Safco Library with Doors, Metal",11759.2425,-525.9374999999999,39,-4.472545744336847,Needs Attention
"Sauder Library with Doors, Mobile",11669.3865,662.6865,44,5.6788460987216425,High Value
"Office Star Rocking Chair, Adjustable",11630.218,-949.152,127,-8.161085200638544,Needs Attention
"Safco Floating Shelf Set, Pine",11623.9212,486.8712,73,4.188528050241771,High Value
Canon PC1060 Personal Laser Copier,11619.834,4570.9347,19,39.33734939759036,High Value
"Hamilton Beach Microwave, White",11587.103,-692.657,50,-5.977827244652957,Needs Attention
SAFCO Arco Folding Chair,11572.78,1179.374,53,10.1909307875895,High Value
"Hewlett Fax and Copier, Laser",11536.06902,1410.26902,80,12.224866352264593,High Value
"Hamilton Beach Stove, Red",11515.686,3552.216,26,30.846759802238445,High Value
"Breville Stove, Silver",11511.9506,1084.8706,23,9.423864275442599,High Value
"Canon Copy Machine, High-Speed",11415.0412,1523.5412000000001,56,13.346786694033133,High Value
"Fellowes File Cart, Blue",11350.96,3073.74,104,27.0791192991606,High Value
"Okidata Inkjet, White",11329.5,-144.12,42,-1.2720773202700915,Needs Attention
Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,11304.44,3247.02,40,28.723404255319146,High Value
"Breville Refrigerator, Silver",11285.736,3062.916,26,27.139709807140623,High Value
"KitchenAid Microwave, White",11246.4516,2784.6216,39,24.760001634648923,High Value
"Brother Fax and Copier, Color",11240.35904,1303.60904,73,11.597574733698188,High Value
"Bevis Computer Table, Fully Assembled",11177.8962,-3509.5638,43,-31.397355434379502,Needs Attention
"Bevis Wood Table, with Bottom Storage",11134.662,-2782.588,34,-24.990323011152025,Needs Attention
"Brother Ink, Color",11132.59404,2752.09404,92,24.721049111389316,High Value
Cubify CubeX 3D Printer Double Head Print,11099.963,-8879.9704,9,-80.0,Needs Attention
"Sauder Corner Shelving, Pine",11059.56,1232.96,91,11.148363949379542,High Value
"Hon Rocking Chair, Set of Two",11058.3272,-57.472799999999935,117,-0.5197241767271992,Needs Attention
"Breville Refrigerator, Black",11058.234,2638.3640000000005,28,23.858818686600415,High Value
DMI Eclipse Executive Suite Bookcases,11046.609,90.17640000000002,27,0.8163265306122449,Needs Attention
"SanDisk Router, USB",11034.6456,3244.5356,56,29.40316995771935,High Value
"Lesro Conference Table, Rectangular",11002.93,860.6300000000001,23,7.821825640988356,High Value
"Canon Fax Machine, Laser",10926.72028,1869.96028,42,17.11364647471327,High Value
Tennsco 6- and 18-Compartment Lockers,10925.003999999999,1575.1098,43,14.41747572815534,High Value
"Lesro Conference Table, Adjustable Height",10919.079,163.029,20,1.4930654865671362,High Value
"Sauder 3-Shelf Cabinet, Mobile",10835.004,2118.744,90,19.554621299632192,High Value
Plantronics CS510 - Over-the-Head monaural Wireless Headset System,10822.36,3085.0325000000003,35,28.50609756097561,High Value
"Cuisinart Refrigerator, Silver",10814.333,498.233,28,4.607154227634751,High Value
"Office Star Rocking Chair, Set of Two",10710.754,668.134,101,6.237973535756679,High Value
"Lesro Round Table, Rectangular",10707.497,585.457,38,5.467729759812214,High Value
"Cisco Signal Booster, with Caller ID",10693.3869,777.4869,94,7.270726358923757,High Value
"Apple Speaker Phone, VoIP",10687.6305,3268.3905,101,30.581058168131843,High Value
"Apple Signal Booster, Cordless",10642.455,13.814999999999984,102,0.12981027403921352,Needs Attention
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",10637.528,1927.442,51,18.11926605504587,High Value
"Barricks Computer Table, Fully Assembled",10620.2178,-1586.2722,41,-14.936343395895326,Needs Attention
"Canon Fax and Copier, Laser",10618.34952,3299.73952,65,31.07582316616001,High Value
"Brother Copy Machine, High-Speed",10602.81096,2271.94096,54,21.4277229743234,High Value
"Apple Audio Dock, with Caller ID",10581.9386,1218.3686,74,11.51366158938023,High Value
"Office Star Rocking Chair, Black",10579.4104,1653.6704,95,15.631026091964442,High Value
"Harbour Creations Rocking Chair, Black",10577.057,994.747,95,9.404761645890723,High Value
"Safco Floating Shelf Set, Traditional",10576.0866,3984.6166,66,37.675718351247234,High Value
"Novimex Swivel Stool, Adjustable",10527.867,554.427,77,5.2662804345837575,High Value
"Enermax Memory Card, USB",10524.864,572.264,120,5.43725790661048,High Value
"Fellowes File Cart, Industrial",10517.97,-520.3299999999999,99,-4.9470572743599766,Needs Attention
"Hon Rocking Chair, Black",10510.2981,2308.3281,116,21.962536914152796,High Value
"Logitech Router, Erganomic",10426.196,2136.516,50,20.491807366751978,High Value
"Epson Printer, Durable",10422.02,1979.8400000000001,46,18.99670121531143,High Value
"Panasonic Inkjet, White",10401.75,-12.629999999999995,42,-0.12142187612661326,Needs Attention
"Harbour Creations Swivel Stool, Black",10365.25,860.35,86,8.300330431007454,High Value
"Breville Microwave, Silver",10317.9188,-1577.4212,49,-15.28817226202633,Needs Attention
"Hoover Stove, Silver",10316.1638,-2093.0862,26,-20.289385090996714,Needs Attention
"Epson Card Printer, Durable",10306.242,2101.302,69,20.388634382930267,High Value
"Canon Fax and Copier, Digital",10275.742559999999,2554.19256,65,24.85652540520634,High Value
"Enermax Router, USB",10233.0132,1866.3432,47,18.238451993788107,High Value
"Apple Signal Booster, with Caller ID",10212.31,-425.02000000000004,96,-4.161839975480572,Needs Attention
"Chromcraft Conference Table, Rectangular",10210.815999999999,-910.944,20,-8.9213633856491,Needs Attention
Logitech P710e Mobile Speakerphone,10196.604,1645.3611,41,16.136363636363637,High Value
"Okidata Printer, Wireless",10164.515,-186.425,48,-1.8340766873776073,Needs Attention
"Motorola Signal Booster, Cordless",10150.9626,2527.8926,98,24.902984077588858,High Value
"Canon Fax Machine, Color",10114.94358,-1629.57642,50,-16.110583386961416,Needs Attention
"Brother Fax and Copier, Laser",10111.9486,641.0586000000001,69,6.3396148987545295,High Value
"Office Star Swivel Stool, Set of Two",10107.433,-613.7270000000001,72,-6.072036292498798,Needs Attention
"SanDisk Router, Erganomic",9980.016,3001.626,41,30.07636460703069,High Value
Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,9917.64,-2876.1156,27,-29.000000000000004,Needs Attention
"Brother Ink, Laser",9888.249,-428.711,83,-4.335560320133524,Needs Attention
