Product_Name,Sales,Profit,Avg_Discount_%
"Samsung Smart Phone, Full Size",20993.024,1971.524,15.692307692307692
"Hewlett Fax Machine, High-Speed",20987.4368,1808.4868000000001,7.2666666666666675
"Sharp Wireless Fax, Digital",20745.97784,2505.11784,13.80909090909091
"Fellowes Lockers, Blue",20563.680500000002,4529.6404999999995,17.205882352941178
"Brother Fax Machine, Laser",20547.31652,5651.47652,8.790000000000001
"Rogers Lockers, Single Width",20493.364,6755.184,9.735294117647058
"Sauder Classic Bookcase, Mobile",20057.4474,4388.6574,12.68421052631579
"Konica Inkjet, Wireless",19911.376,2522.836,15.0
"Belkin Router, Erganomic",19888.5312,1944.9712,12.347826086956522
GBC DocuBind TL300 Electric Binding System,19823.479,2233.5051000000003,30.0
"Hon Executive Leather Armchair, Red",19802.7716,-392.92840000000007,15.11111111111111
"Tenex Lockers, Wire Frame",19641.8904,2632.1504,17.333333333333336
"Memorex Router, USB",19606.818,628.998,10.588235294117647
"Canon Wireless Fax, High-Speed",19595.71504,1186.25504,11.1375
"KitchenAid Stove, Black",19549.8842,1782.1942,20.916666666666668
"Hon Swivel Stool, Black",19536.6396,5186.1696,13.94871794871795
"Ikea Library with Doors, Mobile",19259.063000000002,763.663,10.500000000000002
"Eldon Lockers, Blue",19255.3236,-2181.0964,19.916666666666664
GBC Ibimaster 500 Manual ProClick Binding System,19024.5,760.9799999999998,52.222222222222214
"Bush Classic Bookcase, Mobile",19021.696,3672.576,12.842105263157894
Hewlett Packard LaserJet 3310 Copier,18839.686,6983.8836,20.0
"Sharp Fax Machine, Laser",18787.3749,167.54489999999993,6.5
"Smead Lockers, Wire Frame",18647.6641,-286.9259,10.117647058823529
"Brother Wireless Fax, Color",18479.8965,-585.3234999999999,9.366666666666667
"Breville Refrigerator, Red",18450.0638,2153.3838,6.416666666666666
"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",18374.895,4094.9766,16.666666666666664
"Rogers Lockers, Industrial",18300.695,4411.335,10.78125
"Tenex Lockers, Blue",18202.6945,1668.1945,13.682926829268293
"HP Fax Machine, Laser",18175.164240000002,5901.08424,7.1000000000000005
"Hoover Refrigerator, White",18161.72,1678.08,13.636363636363635
"Ikea Library with Doors, Traditional",18108.935,1165.555,16.11111111111111
"Sharp Fax Machine, High-Speed",18014.5722,3713.1022,9.695652173913043
GBC DocuBind P400 Electric Binding System,17965.068,-1878.1662000000003,45.0
"Eldon Lockers, Industrial",17825.3415,6485.4615,15.133333333333335
"KitchenAid Refrigerator, Silver",17763.984,4858.014,9.23076923076923
"Dania Library with Doors, Pine",17708.5625,1751.0225,15.75
"Breville Refrigerator, White",17673.3254,3011.1254,14.27272727272727
"Dania Classic Bookcase, Metal",17612.112,2654.862,15.333333333333332
"HP Wireless Fax, Laser",17577.76772,-465.1422799999999,12.06
"Canon Fax Machine, Digital",17373.76688,187.16688000000005,9.863999999999999
"Konica Inkjet, White",17328.8514,4457.7214,7.333333333333333
"Memorex Router, Bluetooth",17318.4114,4923.2414,11.227272727272727
"Hamilton Beach Refrigerator, Red",17251.1508,2418.4408000000003,8.916666666666668
"Sharp Wireless Fax, Laser",17234.12096,4815.44096,13.0
"Brother Wireless Fax, Digital",17153.6247,2984.0247,6.368421052631579
"Tenex Lockers, Single Width",17129.3408,-88.57920000000001,15.633333333333333
"SAFCO Executive Leather Armchair, Set of Two",17106.7008,1656.3708,12.999999999999998
High Speed Automatic Electric Letter Opener,17030.311999999998,-262.00480000000005,6.666666666666667
"Brother Fax Machine, Digital",17009.47856,5197.36856,7.42
"Canon Copy Machine, Color",16956.27712,1625.59712,12.790476190476191
"Dania Library with Doors, Metal",16910.924,780.3039999999999,15.263157894736842
"Harbour Creations Swivel Stool, Red",16864.6356,610.4856,19.58139534883721
"Novimex Swivel Stool, Black",16836.5373,673.5373,13.666666666666666
Lexmark MX611dhe Monochrome Laser Printer,16829.901,-4589.973,40.0
"Bush Classic Bookcase, Pine",16754.414,6510.674,12.692307692307692
"Apple Smart Phone, with Caller ID",16754.023,3196.6229999999996,18.333333333333332
"Smead Lockers, Single Width",16714.1205,4540.6305,26.069767441860463
Martin Yale Chadless Opener Electric Letter Opener,16656.2,-1299.1836,10.000000000000002
"Bush Library with Doors, Mobile",16642.308,2660.9880000000003,18.75
"Ikea Classic Bookcase, Pine",16631.406,-1000.2540000000001,16.68421052631579
"Brother Fax Machine, Color",16477.47676,4148.356760000001,12.4
"Fellowes Lockers, Wire Frame",16473.472,4342.022,15.35897435897436
"Epson Inkjet, Wireless",16423.3476,-226.5324,20.45
"Cuisinart Stove, Red",16364.016,4101.456,23.545454545454543
"Safco Library with Doors, Mobile",16293.942,1014.0820000000001,16.9375
"Hamilton Beach Stove, Black",16148.3578,-397.85220000000015,17.599999999999998
"Cuisinart Stove, Silver",16099.328,2550.998,10.833333333333332
"Sharp Fax Machine, Color",16067.02332,-133.66668000000004,13.961904761904762
"Sharp Wireless Fax, High-Speed",16026.76296,2109.34296,9.783333333333333
"Canon Wireless Fax, Digital",16016.9698,3068.5898,4.506666666666667
"Hoover Stove, Black",15893.628,1964.388,9.769230769230768
Ibico EPK-21 Electric Binding System,15875.916000000001,3345.2823,33.33333333333333
"Sauder Library with Doors, Traditional",15697.7229,-519.8471,14.466666666666667
"Sauder Stackable Bookrack, Pine",15642.1983,4272.8983,13.05
"StarTech Inkjet, Wireless",15639.1235,-66.3765,9.217391304347826
"Bush Stackable Bookrack, Pine",15633.668,2480.208,17.386363636363637
"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",15610.9656,-669.5448000000002,23.400000000000006
"Safco Stackable Bookrack, Pine",15582.401,2495.9410000000003,13.823529411764707
"Fellowes File Cart, Wire Frame",15555.0482,1062.1082000000001,16.6734693877551
"HP Fax Machine, High-Speed",15531.50392,165.9939199999999,12.457142857142859
"Bush Library with Doors, Traditional",15260.1504,-205.98960000000014,17.454545454545453
"HP Wireless Fax, Digital",15173.9149,3894.9049,12.2
"Sauder Library with Doors, Metal",15171.347399999999,3806.8674,10.38888888888889
"Dania Classic Bookcase, Traditional",15047.508,4543.898,20.0
"Hon Conference Table, Adjustable Height",15018.8742,-1570.5658,34.699999999999996
"Hamilton Beach Refrigerator, Silver",14972.9728,3016.5328,12.454545454545455
"Dania Library with Doors, Mobile",14971.4512,552.4012,12.055555555555555
"Eldon Lockers, Wire Frame",14952.7518,1573.0118,18.09375
"Barricks Conference Table, Fully Assembled",14930.505000000001,1574.6550000000002,26.0
"Rogers Lockers, Wire Frame",14927.3865,-901.5735000000001,23.65625
"Bevis Conference Table, Fully Assembled",14886.9507,-2443.0893,30.25
"Fellowes File Cart, Single Width",14811.2034,-1024.2066,15.571428571428573
"Dania Classic Bookcase, Mobile",14794.0464,807.8064,15.105263157894738
"KitchenAid Microwave, Silver",14728.1276,996.7676,18.722222222222225
"Hamilton Beach Refrigerator, Black",14692.0596,-458.19040000000007,13.999999999999998
"Hoover Microwave, White",14674.31,2620.5,12.941176470588237
"HP Copy Machine, Laser",14615.69756,2562.89756,12.76
"Breville Microwave, Red",14539.4049,-142.5050999999999,13.25
"Sharp Copy Machine, Laser",14449.48992,2998.52992,11.684615384615386
"Ikea Library with Doors, Metal",14360.3935,1221.0935,11.294117647058822
"3D Systems Cube Printer, 2nd Generation, Magenta",14299.89,3717.9714000000004,0.0
"Office Star Swivel Stool, Adjustable",14249.663,-1673.237,15.666666666666668
"Enermax Router, Erganomic",14231.1384,1689.8784,17.42857142857143
"Cuisinart Refrigerator, Black",14221.137,2151.797,20.0
"Hewlett Fax Machine, Laser",14146.43584,3664.0858399999997,14.71111111111111
"HP Fax Machine, Digital",14043.112079999999,-600.84792,7.200000000000001
"SanDisk Router, Bluetooth",14007.818500000001,4326.8785,20.545454545454543
"Rogers File Cart, Industrial",13953.736,105.29599999999999,15.951219512195122
"Sharp Fax Machine, Digital",13947.33414,-1455.74586,12.6
Samsung Galaxy Mega 6.3,13943.668,1822.7566,13.333333333333334
"Cisco Signal Booster, VoIP",13915.872,2082.292,11.296296296296298
"Chromcraft Computer Table, with Bottom Storage",13829.1036,70.02359999999999,22.125
"Chromcraft Conference Table, with Bottom Storage",13700.919,-1850.331,25.555555555555554
"Smead File Cart, Industrial",13666.04,2259.16,15.882352941176473
"Breville Microwave, White",13598.1975,2809.0275,12.5
"Hamilton Beach Refrigerator, White",13586.162,2404.552,13.700000000000001
"KitchenAid Stove, Red",13474.545,1223.6249999999998,17.272727272727273
"KitchenAid Refrigerator, White",13446.604800000001,1130.4648000000002,21.416666666666664
"Harbour Creations Swivel Stool, Set of Two",13355.563,2632.363,14.482758620689657
"Sauder Floating Shelf Set, Pine",13323.24,1471.05,15.384615384615385
"Breville Stove, Red",13140.036,2515.416,1.8181818181818183
"Canon Copy Machine, Laser",13033.42604,1515.10604,15.355555555555556
"HP Wireless Fax, Color",13010.7204,1759.3104,16.76
Apple iPhone 5,12996.6,1611.5783999999999,20.000000000000004
Bretford Rectangular Conference Table Tops,12995.2915,-327.23310000000004,24.583333333333336
Global Troy Executive Leather Low-Back Tilter,12975.382,951.8620000000001,20.0
"Logitech Router, USB",12959.8457,2906.3557,7.849999999999999
"Hewlett Copy Machine, Laser",12926.23898,-573.58102,17.14
"Tenex Lockers, Industrial",12905.332,1329.892,18.794117647058822
"Cisco Audio Dock, Full Size",12898.1536,1278.5536,12.478260869565219
"Belkin Router, Bluetooth",12877.125,345.64500000000004,9.411764705882353
"Okidata Printer, White",12867.7311,-932.6889000000001,17.27777777777778
"Smead File Cart, Blue",12840.053100000001,-1380.9969,20.190476190476193
"Rogers File Cart, Blue",12833.793,144.26300000000003,12.857142857142856
"Eldon Lockers, Single Width",12826.512,1248.382,12.142857142857142
"Lesro Conference Table, with Bottom Storage",12777.942000000001,154.08200000000016,23.125
"Eldon File Cart, Industrial",12733.581,447.901,17.56756756756757
"KitchenAid Microwave, Red",12712.776,1879.136,2.0000000000000004
"Hewlett Fax Machine, Color",12680.00864,2358.45864,11.7
"Brother Wireless Fax, High-Speed",12649.43952,1044.59952,15.466666666666665
"Dania Stackable Bookrack, Pine",12629.124,1939.784,12.562499999999998
"Enermax Router, Bluetooth",12577.2266,1180.1266,13.76470588235294
"Samsung Audio Dock, Cordless",12465.2584,2327.7784,12.464285714285715
"Cuisinart Stove, Black",12432.0864,2215.2264,3.375
"Ikea Floating Shelf Set, Traditional",12397.913,-1033.027,17.17241379310345
"SAFCO Swivel Stool, Set of Two",12395.505,2465.355,7.500000000000001
"Motorola Audio Dock, VoIP",12314.5036,864.9236,14.884615384615385
"HP Wireless Fax, High-Speed",12299.19756,2091.39756,9.446153846153846
"Logitech Router, Bluetooth",12264.5988,-1415.6412000000003,17.952380952380953
"Harbour Creations Swivel Stool, Adjustable",12236.696100000001,-75.75390000000002,16.57142857142857
"Canon Copy Machine, Digital",12183.76476,-861.7952399999999,20.031578947368423
"Sauder Library with Doors, Pine",12181.557,896.667,11.88888888888889
"Novimex Swivel Stool, Red",12153.594000000001,2660.734,12.571428571428573
"Nokia Audio Dock, VoIP",12043.4577,1522.0577,9.448275862068966
"Hoover Microwave, Red",12036.96,1258.44,6.923076923076923
"Apple Audio Dock, VoIP",12014.7676,1317.3475999999998,12.478260869565219
"Safco Library with Doors, Traditional",11997.7362,-1972.9038,26.13333333333333
"Sharp Copy Machine, High-Speed",11961.5412,875.5812,17.811764705882354
"HP Copy Machine, High-Speed",11946.65856,1113.74856,5.957894736842106
"Cuisinart Stove, White",11906.9579,106.88790000000006,18.083333333333332
"Office Star Swivel Stool, Red",11903.294,1265.404,7.4074074074074066
"Panasonic Inkjet, Red",11874.815999999999,247.11599999999999,9.583333333333334
"Sauder Floating Shelf Set, Metal",11848.7292,2272.0692,7.3125
"Hoover Refrigerator, Red",11761.911,3055.561,10.875
"Safco Library with Doors, Metal",11759.2425,-525.9374999999999,21.416666666666664
"Sauder Library with Doors, Mobile",11669.3865,662.6865,22.46666666666667
"Office Star Rocking Chair, Adjustable",11630.218,-949.152,21.46666666666667
"Safco Floating Shelf Set, Pine",11623.9212,486.8712,12.444444444444445
Canon PC1060 Personal Laser Copier,11619.834,4570.9347,15.000000000000002
"Hamilton Beach Microwave, White",11587.103,-692.657,8.933333333333334
SAFCO Arco Folding Chair,11572.78,1179.374,20.0
"Hewlett Fax and Copier, Laser",11536.06902,1410.26902,12.450000000000001
"Hamilton Beach Stove, Red",11515.686,3552.216,14.09090909090909
"Breville Stove, Silver",11511.9506,1084.8706,13.222222222222221
"Canon Copy Machine, High-Speed",11415.0412,1523.5412000000001,12.533333333333333
"Fellowes File Cart, Blue",11350.96,3073.74,14.0625
"Okidata Inkjet, White",11329.5,-144.12,14.333333333333334
Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,11304.44,3247.02,5.0
"Breville Refrigerator, Silver",11285.736,3062.916,14.444444444444443
"KitchenAid Microwave, White",11246.4516,2784.6216,8.700000000000001
"Brother Fax and Copier, Color",11240.35904,1303.60904,16.175
"Bevis Computer Table, Fully Assembled",11177.8962,-3509.5638,35.30769230769231
"Bevis Wood Table, with Bottom Storage",11134.662,-2782.588,31.999999999999996
"Brother Ink, Color",11132.59404,2752.09404,10.866666666666665
Cubify CubeX 3D Printer Double Head Print,11099.963,-8879.9704,53.333333333333336
"Sauder Corner Shelving, Pine",11059.56,1232.96,14.192307692307693
"Hon Rocking Chair, Set of Two",11058.3272,-57.472799999999935,20.064516129032256
"Breville Refrigerator, Black",11058.234,2638.3640000000005,22.666666666666668
DMI Eclipse Executive Suite Bookcases,11046.609,90.17640000000002,18.333333333333336
"SanDisk Router, USB",11034.6456,3244.5356,12.473684210526317
"Lesro Conference Table, Rectangular",11002.93,860.6300000000001,35.666666666666664
"Canon Fax Machine, Laser",10926.72028,1869.96028,15.042857142857141
Tennsco 6- and 18-Compartment Lockers,10925.003999999999,1575.1098,5.454545454545456
"Lesro Conference Table, Adjustable Height",10919.079,163.029,40.83333333333333
"Sauder 3-Shelf Cabinet, Mobile",10835.004,2118.744,15.521739130434781
Plantronics CS510 - Over-the-Head monaural Wireless Headset System,10822.36,3085.0325000000003,8.0
"Cuisinart Refrigerator, Silver",10814.333,498.233,17.0
"Office Star Rocking Chair, Set of Two",10710.754,668.134,12.8
"Lesro Round Table, Rectangular",10707.497,585.457,24.375
"Cisco Signal Booster, with Caller ID",10693.3869,777.4869,15.730769230769232
"Apple Speaker Phone, VoIP",10687.6305,3268.3905,10.4
"Apple Signal Booster, Cordless",10642.455,13.814999999999984,17.11111111111111
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",10637.528,1927.442,14.166666666666666
"Barricks Computer Table, Fully Assembled",10620.2178,-1586.2722,29.100000000000005
"Canon Fax and Copier, Laser",10618.34952,3299.73952,11.635294117647058
"Brother Copy Machine, High-Speed",10602.81096,2271.94096,10.12
"Apple Audio Dock, with Caller ID",10581.9386,1218.3686,7.461538461538461
"Office Star Rocking Chair, Black",10579.4104,1653.6704,17.866666666666667
"Harbour Creations Rocking Chair, Black",10577.057,994.747,14.115384615384615
"Safco Floating Shelf Set, Traditional",10576.0866,3984.6166,17.210526315789473
"Novimex Swivel Stool, Adjustable",10527.867,554.427,14.115384615384615
"Enermax Memory Card, USB",10524.864,572.264,19.79310344827586
"Fellowes File Cart, Industrial",10517.97,-520.3299999999999,18.75
"Hon Rocking Chair, Black",10510.2981,2308.3281,17.733333333333334
"Logitech Router, Erganomic",10426.196,2136.516,6.25
"Epson Printer, Durable",10422.02,1979.8400000000001,14.64285714285714
"Panasonic Inkjet, White",10401.75,-12.629999999999995,15.454545454545453
"Harbour Creations Swivel Stool, Black",10365.25,860.35,23.652173913043477
"Breville Microwave, Silver",10317.9188,-1577.4212,23.4
"Hoover Stove, Silver",10316.1638,-2093.0862,22.125
"Epson Card Printer, Durable",10306.242,2101.302,14.166666666666666
"Canon Fax and Copier, Digital",10275.742559999999,2554.19256,9.809999999999999
"Enermax Router, USB",10233.0132,1866.3432,8.142857142857142
"Apple Signal Booster, with Caller ID",10212.31,-425.02000000000004,17.52173913043478
"Chromcraft Conference Table, Rectangular",10210.815999999999,-910.944,21.25
Logitech P710e Mobile Speakerphone,10196.604,1645.3611,6.666666666666668
"Okidata Printer, Wireless",10164.515,-186.425,19.35294117647059
"Motorola Signal Booster, Cordless",10150.9626,2527.8926,21.833333333333336
"Canon Fax Machine, Color",10114.94358,-1629.57642,25.070588235294117
"Brother Fax and Copier, Laser",10111.9486,641.0586000000001,13.756521739130434
"Office Star Swivel Stool, Set of Two",10107.433,-613.7270000000001,15.952380952380954
"SanDisk Router, Erganomic",9980.016,3001.626,5.277777777777778
Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,9917.64,-2876.1156,28.000000000000004
"Brother Ink, Laser",9888.249,-428.711,14.150000000000002
"Rubbermaid Frame, Duo Pack",9833.195,760.5350000000001,11.2
"Tenex File Cart, Blue",9773.328,1417.508,9.551724137931036
"Dania Floating Shelf Set, Metal",9772.4109,2310.4509,6.684210526315789
"Sharp Fax and Copier, Color",9740.11792,2548.77792,9.227272727272728
"Samsung Audio Dock, Full Size",9730.785600000001,1927.3956,12.65217391304348
"Breville Stove, Black",9723.48,2419.26,0.0
"Sauder Floating Shelf Set, Mobile",9710.46,2603.76,11.000000000000002
"Dania Corner Shelving, Traditional",9698.0546,1637.2646,7.35
"Sauder 3-Shelf Cabinet, Pine",9661.725,345.86499999999995,9.523809523809524
"Sharp Fax and Copier, Digital",9646.43296,3783.94296,2.694736842105263
Tennsco Double-Tier Lockers,9630.856,429.7882,10.000000000000002
"Motorola Audio Dock, Cordless",9623.3742,465.55420000000004,18.000000000000004
"Eldon File Cart, Blue",9619.336,210.85599999999997,12.592592592592592
"Cisco Audio Dock, with Caller ID",9610.2615,2488.8015,10.789473684210526
"Epson Inkjet, Durable",9597.519,2850.759,6.999999999999999
Bush Advantage Collection Racetrack Conference Table,9544.725,-1934.3976,35.0
"Memorex Router, Programmable",9474.9075,3189.6375,6.538461538461539
"Okidata Inkjet, Durable",9434.6769,-275.2431,7.0769230769230775
"SanDisk Router, Programmable",9400.3515,147.8415,19.157894736842103
Plantronics Savi W720 Multi-Device Wireless Headset System,9367.289999999999,3696.2819999999997,5.714285714285714
"Panasonic Printer, Wireless",9313.8255,1726.0155,15.0
"Safco Floating Shelf Set, Mobile",9310.7556,1363.4456,15.368421052631579
Bady BDG101FRU Card Printer,9279.884,1327.9834,20.0
"StarTech Card Printer, White",9274.744499999999,714.2545,22.176470588235293
"Nokia Signal Booster, Cordless",9274.207,1629.7369999999999,9.35
"Sharp Personal Copier, Digital",9207.8932,2293.1032,9.076190476190476
Tennsco Single-Tier Lockers,9158.296,-825.7479999999999,7.500000000000001
"Konica Card Printer, Red",9125.4928,1836.7428,18.263157894736842
"Brother Fax and Copier, Digital",9101.10092,900.94092,13.5125
"Hewlett Personal Copier, High-Speed",9090.15588,357.03587999999996,3.5999999999999996
"Canon Personal Copier, High-Speed",9083.1132,-260.00679999999994,12.028571428571427
GuestStacker Chair with Chrome Finish Legs,9070.944,773.2608,22.5
"Bush Library with Doors, Pine",9028.3923,-1949.6277,23.36363636363636
"Motorola Speaker Phone, Full Size",9026.354,227.07399999999993,12.346153846153845
"Cisco Speaker Phone, Cordless",8996.125600000001,1244.2056,9.1
"Cisco Signal Booster, Cordless",8983.814400000001,-449.2356000000001,11.0
"Office Star Steel Folding Chair, Black",8962.5216,-566.4384,17.13793103448276
Canon Imageclass D680 Copier / Fax,8959.872,2799.96,20.0
"Hewlett Fax and Copier, High-Speed",8950.73784,2096.83784,10.988888888888889
"Ikea Floating Shelf Set, Pine",8919.8678,589.4578,14.666666666666666
"Cisco Audio Dock, VoIP",8913.696,2519.016,11.76470588235294
"Sharp Fax and Copier, High-Speed",8913.5696,-24.340400000000002,10.85
Hewlett Packard 610 Color Digital Copier / Printer,8899.822,3124.9375,14.285714285714285
Wilson Electronics DB Pro Signal Booster,8878.4,515.52,22.000000000000004
"SAFCO Rocking Chair, Black",8861.5872,78.89719999999997,11.148148148148149
"Apple Audio Dock, Full Size",8833.3742,944.4342,7.590909090909091
"Cisco Speaker Phone, with Caller ID",8826.2536,1176.4135999999999,15.160000000000002
Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,8774.5,1305.6456,10.0
"Belkin Memory Card, Programmable",8750.389,1957.429,12.916666666666668
"Cuisinart Refrigerator, Red",8747.544,1678.284,15.000000000000002
"Canon Ink, Digital",8740.268039999999,1345.5980399999999,11.836363636363636
"Barricks Training Table, Adjustable Height",8701.3035,1758.9735,17.0
"SAFCO Rocking Chair, Set of Two",8695.944,1358.154,6.800000000000001
"Panasonic Inkjet, Durable",8695.048499999999,702.0885000000001,10.909090909090908
"Barricks Computer Table, with Bottom Storage",8672.542,41.471999999999994,16.0
Global Deluxe High-Back Manager's Chair,8665.194,1558.591,18.75
"KitchenAid Microwave, Black",8622.4075,1929.3474999999999,7.4444444444444455
"Samsung Signal Booster, Full Size",8554.9944,2060.2044,16.833333333333332
"Samsung Signal Booster, Cordless",8523.0376,2096.1875999999997,15.964285714285714
"Okidata Card Printer, White",8505.816,2118.846,15.937499999999998
"Enermax Router, Programmable",8500.771499999999,1658.9715,14.153846153846153
"Panasonic Printer, White",8494.46,1532.36,12.307692307692308
Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,8430.997,1388.6348,18.75
"HP Fax and Copier, Digital",8428.550580000001,2524.26058,12.000000000000002
"Konica Printer, White",8414.3875,2414.4975,8.5
"Samsung Speaker Phone, with Caller ID",8386.482,978.582,13.8
"Tenex File Cart, Industrial",8369.2649,388.75489999999996,18.9
